title,critics_consensus,date,duration,genre,rating,images,amount_reviews,approval_percentage
八月三十一日，我在奧斯陸,★21世紀厭世系絕美神作 ★北歐詩意光景經典重溫 ★坎城影展一種注目撼世傑作 ★斯德哥爾摩影展、挪威奧斯卡多項大獎  即將戒毒期滿的安德斯，獲得一個面試機會。這天，奧斯陸陽光普照。回到城市的他，試圖和自己的過去重新搭上線。他拜訪老友、參加派對、認識陌生人，也嘗試與前女友聯絡，像是在尋回熟悉，也像在尋找新的開始。但無從抹去的是，心中仍不斷為他所辜負過的人事物感到愧疚。雖還年輕，但總覺自己的生命逐漸剝落，甚至已然結束，彷彿一切只是徒勞無功，那些綑綁著他的夢魘，再度浮現。一個人、一座城市，在即將重獲新生與過往和解的24小時裡，伴隨著刺眼的陽光、凝結的空氣與潛伏的不安。在這結束和開始之間，他將如何迎向下一個明天？  改編自1931年法國小說〈鬼火〉，名導路易馬盧亦曾於1963年翻拍成同名電影。在《八月三十一日，我在奧斯陸》中，跟隨著主人翁穿梭於靜謐的城市和街區、漫遊著堆疊的憂傷與質疑，透過導演精準而簡約的創作質地，完美捕捉虛實之間乍現的幽微靈光。而那份對人性的悲憫、細膩的覺察，與生命的辯證，都在在成就了本片於此世代下，無可動搖的經典地位。,上映日期：2020-08-28,片　　長：01時35分,,3.3,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/August2020/5M2N9KeNSuFzSaQoKk0B-505x720.jpg', 'path': '八月三十一日，我在奧斯陸.jpg', 'checksum': '75ed5fb785c5490c4a5d063e3b413ee9', 'status': 'downloaded'}]",86,
日間演奏會散場時,,上映日期：2020-07-31,片　　長：02時03分,,3.9,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/July2020/K4ibSqmZK2Od4WfOfPw8-1501x2139.jpg', 'path': '日間演奏會散場時.jpg', 'checksum': 'aa10ec0ebc445a153b93d8ef5a58f447', 'status': 'downloaded'}]",82,
隱藏的畫家,★ 2020柏林影帝之作．義大利梵谷 傳奇再現 ★ 20世紀瘋子天才畫家 安東尼奧利加布 傳記 ★ 坎城影帝 艾利歐傑曼諾 脫胎換骨驚人詮釋 ★ 榮獲 義大利銀緞帶最佳年度電影 多項大獎  一生瘋狂，卻無法阻止他創作 電影回顧 安東尼奧利加布 震驚全義大利的戲劇性人生，自幼就展現繪畫天賦的他，童年卻十分坎坷，義大利父母非法到德瑞邊境打零工，母親過世後，被送給一對夫妻收養，但精神問題卻讓他不受歡迎，隨著身分問題被揭發，而被迫遣送回義大利。一生顛沛流離，進出精神病院無數次，直到認識了一名雕刻家，開始學習畫畫和雕塑，而成為了20世紀重要的素人藝術畫家。電影由義大利金像導演 喬治歐迪里蒂 指導，今年柏林影展首映獲得熱烈回響，義大利金像三度稱帝的坎城影帝 艾利歐傑曼諾 如附其身的強大演技，更是不負眾望一舉榮獲柏林影展最佳男主角等多項國際大獎，重新喚起藝術史上一代狂人的傳奇色彩。,上映日期：2020-08-07,片　　長：02時00分,,4.1,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/July2020/nqrKtA8anNnKPfR4wnS1-506x720.jpg', 'path': '隱藏的畫家.jpg', 'checksum': '6f293df3568d47b1e6514449c1a7ace7', 'status': 'downloaded'}]",82,
哈囉少女,★女生小圈圈　閨蜜還是敵人？ ★《甜蜜殺機》連奕琦監製　年度話題校園片 ★開美肌 婊心機　社群風暴將席捲花邊少女少男們  神秘寡言的轉學生允蘅，初來乍到就被捲入暗潮洶湧的女孩心機；想連任校園親善大使的可茜，想方設法建立自己的姐妹勢力；率真直言的力加，看不慣可茜恩威並施的手段，挺身而出的同時卻也陷入鬥爭的漩渦，姊妹過招各鬥心機。一場生日派對後，少女被偷拍的性愛影片在網路上流傳，流言蜚語四起，少女花邊日記開始變調。  直播、偷拍、肉搜，少男少女們的校園小圈圈不再平靜，一場風雨欲來的網路社群風暴即將襲來！為好友伸張正義的她，在越接近真相的同時，也揭露校園內令人坐立難安的真相……。,上映日期：2020-08-07,片　　長：01時22分,,4.0,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/June2020/jK8Jb9bkYoF6QcDuml6p-504x720.jpg', 'path': '哈囉少女.jpg', 'checksum': 'bb29af1c47952979dc813f9999f48c38', 'status': 'downloaded'}]",76,
棕櫚泉不思議,★美劇《荒唐分局》安迪山伯格大銀幕再現加倍「荒唐」人生 ★愛到「天長地久」竟成真，陷入「時空循環」頭好疼！ ★ 昨天是今天，明天也是今天… ★ 爛番茄影評網93％好評推薦 ★ 2020 日舞影展 ★ 打破日舞影展授權金史上最高成交紀錄  浪子奈爾斯（安迪山伯格 飾）在一場婚禮上邂逅了不想當伴娘的莎拉（克莉絲汀米莉歐蒂 飾），兩人原本應該展開一段浪漫戀情，不料，卻因一起意外雙雙陷入「時空輪迴」！不管發生什麼事，兩人只要閉眼再醒來，就會發現自己一再地重複回到過去的某一刻。在認清這個無法逃避的詭異命運後，他們決定放手一搏，挑戰以前從未做過的事情…… ,上映日期：2020-08-19,片　　長：01時30分,科幻,4.3,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/August2020/YO6Sxf1tZATIPdOL1XMn-500x714.jpg', 'path': '棕櫚泉不思議.jpg', 'checksum': 'a9b3f5d8c060c788b3e3df6bb2b9bbe0', 'status': 'downloaded'}]",96,
雙面追緝,★榮登韓國六月新片票房冠軍 ★經典神劇《信號》、《毒戰》演技派男星 趙震雄 再度化身正義警探，追查謎樣多重真相 ★韓劇多產作品實力派 裴秀彬 X《與神同行》鄭海均  名叫炯求的刑警(趙震雄飾) 前來調查小鎮上發生的神祕火災，他探查每一個村民，卻得不到任何線索，全村總有種不安的詭譎氣氛。一晚，村民們邀請炯求作客，酒後三巡，炯求失去意識，第二天他醒來時，全村民卻尊稱他為“老師”，炯求漸漸意識到他變成了小鎮上另一個身分…這到底是一場夢、騙局、還是現實…他要如何發掘這一連串的謎團真相！？,上映日期：2020-07-31,片　　長：01時45分,懸疑/驚悚,3.4,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/July2020/HPueTqmPbcoeW3xIy3U2-505x720.jpg', 'path': '雙面追緝.jpg', 'checksum': '48675587bde11b64d260d9d005b94693', 'status': 'downloaded'}]",100,
死因無可疑,★改編自日本知名作家貴志祐介經典作品《黑色之家》，獲得日本驚悚小說大賞首獎，暢銷突破百萬冊 ★金馬影后林嘉欣改頭換面扮傷殘的怪媽媽，聯手金獎影帝黃秋生合作，飆出嚇人神演技 ★一條人命值多少錢？一對古怪夫妻的兒子上吊自殺，保險員直覺是詐領保險金的謀殺案，越調查就越陷入危機之中  保險經紀葉永信（陳家樂 飾）做事熱情認真，一天突然被神秘客戶指定跟進一張保單，上門拜訪時，竟然親眼目睹客戶朱重德（黃秋生 飾）的兒子吊死在潻黑的房間內，嚇出一身冷干的他，認為朱重德在現場的反應古怪，直覺認定他是為了詐取保險金而殺了兒子，決心對朱重德和他殘障的妻子沈子玲（林嘉欣 飾）展開調查。  葉永信卻驚覺越接近真相的同時，恐嚇的事件接二連三地發生，危險向他和他身邊的人逐步逼近，他也處身死亡邊緣...。,上映日期：2020-07-03,片　　長：01時50分,,4.2,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/June2020/1M6V6wXrKvNeCvtTRDAt-504x720.jpg', 'path': '死因無可疑.jpg', 'checksum': '5a142e784696babd096d76e3e11c867a', 'status': 'downloaded'}]",99,
頭號粉絲,「沒有我，你他媽什麼也不是！」~頭號粉絲 患有亞斯伯格症的穆斯是個重度影痴，對經典恐怖片尤其著迷。杭特鄧巴是他最崇拜的男星，他的每部電影台詞穆斯都能倒背如流，還收藏了所有的電影海報、DVD以及電影周邊，一切就只缺他的親筆簽名了。這天，死忠的穆斯終於等到巨星杭特舉行簽名會，穆斯苦苦排了一個多小時，就快輪到他時，杭特卻因故提前結束簽名會，但是這無法讓穆斯死了這條心。他透過「追星」APP找到了杭特的地址，卻被杭特誤以為是跟蹤狂，狠狠教訓了一頓。被冤枉的穆斯一心想跟偶像告白，他在夜間偷偷闖入豪宅，趁著杭特沉睡時搞起自拍，還將照片上傳到社群媒體大肆炫耀。眼見一切就要失控了，杭特隔天醒來竟發現自己被五花大綁在床上……  本片改編自美國金屬樂團Limp Bizkit（林普巴茲提特）主唱佛瑞德斯特被粉絲騷擾到忍無可忍的親身經驗。佛瑞德斯特找來他的偶像約翰屈伏塔飾演這名恐怖大叔，一心追星，無所不用其極，卻意外粉碎了巨星的一生。片中充斥著潑汽油、戳眼、爆手等情節，爽度更勝《戰慄遊戲》。  【關於電影】  名樂團主唱不堪粉絲騷擾經歷改編成電影，約翰屈伏塔升格電影製片 電影合作起源於約翰屈伏塔拍攝電影《浴火英雄》的殺青酒會，當時導演佛瑞身為瓦昆菲尼克斯的好友，當晚他抓緊機會與偶像約翰屈伏塔暢談甚歡，雙方約定好如果有機會一定要合作拍電影。沒想到十五年之後，佛瑞將自身經驗改編成電影劇本，’ 瘋狂粉絲的角色完全就是為約翰屈伏塔量身訂做，劇本完成後更是立刻獲得他的首肯，不僅擔任男主角，還從協助選角、造型建議，到幫忙籌措資金，一肩扛起製片的工作。對於偶像與粉絲文化，約翰屈伏塔大方表示他在不同時期，也有過許多不同的偶像，例如披頭四、芭芭拉史翠珊等等，「如果沒有偶像文化，那人們將沒有創造力。」相較於導演的不堪騷擾，約翰屈伏塔表示「我由衷感謝我的粉絲們，沒有他們，我什麼都不是。」  約翰屈伏塔從影以來最滿意的演出，栗子頭造型撞臉當紅韓星 巧合的是，美國媒體將約翰屈伏塔飾演的「瘋狂粉絲」和瓦昆菲尼克斯飾演的「小丑」相互對照。對此屈伏塔表示瓦昆菲尼克斯飾演的小丑是一個精神扭曲的角色，而他在《頭號粉絲》飾演的穆斯一角並非精神病患，「穆斯有輕微的亞斯伯格症，我不認為自閉症類群障礙是一種精神疾病，而是一種精神的狀態。」他形容，穆斯不過是缺乏交互性社交互動、有溝通障礙，無法分辨真實與虛擬世界，但他從頭到尾沒有惡意。約翰屈伏塔聲稱詮釋這個如孩童般純真的自閉大叔，是他從影以來最具挑戰的演出，因為這是與他個人反差最大的角色，「我以《頭號粉絲》這部電影為榮，同時我非常滿意我在裡面的演出，這也許是我最喜歡的角色之一。」 ,上映日期：2020-07-03,片　　長：01時29分,,2.9,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/rS7P4jHC3aat3MlkFMep-800x1178.jpg', 'path': '頭號粉絲.jpg', 'checksum': 'b75425a0304a2371b92682425dfeb0a8', 'status': 'downloaded'}]",94,
破處,★ 想登大人？少年郎脫魯必看寶典 ★ 荒謬「性」喜劇國片　人不中二枉少年 ★ 濃濃青春賀爾蒙的冒險電影  神器以巨屌跟處男聞名於學校間，有令人羨慕的身體和單純直男腦袋。  阿烈，來自香港的富家子，聰明搞怪。  行影不離的兩人是學校裡的最佳拍檔，成日盡惡搞些白爛事。在神器十八歲生日當天，好兄弟阿烈堅持要帶神器破處，於是在網路上約熟女姐姐來幫助神器破處「轉大人」。但這場破處之夜，竟然讓這對難兄難弟得要開始準備跑路？！ ,上映日期：2020-07-03,片　　長：01時41分,喜劇,2.7,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/I398BDR7djfzIhba07hv-702x1000.jpg', 'path': '破處.jpg', 'checksum': '2db62d65574706589bebd1b836b52712', 'status': 'downloaded'}]",72,
打噴嚏,一生懸命 就是男孩給女孩的終極愛情 孤兒院長大的王義智（柯震東 飾），遇見了會疼惜他、照顧他的心心姐姐（林依晨 飾），兩個人培養了深厚的情感，心心姐姐也成為義智心中最牽掛的人。心心姐姐只要想到義智，就會不自覺地打噴嚏。長大後，心心姐姐離開孤兒院到城市工作，義智下定決心要成為心心姐姐喜歡的「勇敢的男生」，於是開始苦練拳擊。藉由對心心姐姐的愛與執著，義智在擂臺上屢戰屢起，獲得了「不倒俠」的封號。此時，邪惡的居爾博士策劃著巨大的陰謀，當心心姐姐陷入危險，義智終於明白自己存在的意義，他永遠不能成為超級英雄，但他永遠是心心姐姐的專屬超人。  【關於電影】  柯震東林依晨製造「打噴嚏浪漫」掀浪漫突進旋風 她打噴嚏 因為被愛 他打拳擊 是為了愛 繼青春純愛電影《那些年，我們一起追的女孩》、《等一個人咖啡》之後，九把刀同名小說《打噴嚏》改編登上大銀幕，由戚家基與柯孟融共同執導。電影結合愛情、青春、戰鬥、搞笑、奇幻等元素，香港導演戚家基在科幻和動作片領域有著豐富的執導和製作經驗，而台灣導演柯孟融曾入圍東京、首爾等短片影展奇幻單元，共同打造這部兼具精彩動作場面與深刻熱血愛情之作。《打噴嚏》由柯震東、林依晨主演，柯震東精湛詮釋如你我般平凡不已卻充滿熱血深情的大男生，但他卻是林依晨的過敏源，只要一想到柯震東，她就立刻會「打噴嚏！」以前是當有人說壞話會打噴嚏，電影《打噴嚏》的噴嚏卻是柯震東與林依晨的戀愛連線密語。這股打噴嚏製造浪漫突進的旋風，即將席捲台灣觀眾的心！  中二男孩轉大人 不變執著一生懸命愛到底 「妳身邊那人，也許不是真命天子，但他可能是妳的專屬超人。 」 《打噴嚏》環繞著男主角純真的初戀，為喜歡的女生不斷用盡蠢方法，只希望讓對方看自己、愛上自己，選擇練拳擊，是他唯一尋找自己存在的意義，看過原著小說的讀者們都高呼，「故事讓人有握緊拳頭掉眼淚的激動感！」柯震東在《打噴嚏》中一句台詞爆炸式深情大喊「 我沒有要你同情我， 也沒有要你跟我在一起，什麼都沒有跟你要！」撩好撩滿觀眾的心，從愛看少年漫畫的熱血，中二男孩轉大人，為2020年帶來「一生懸命戀愛系」男子風潮，要讓女性觀眾們繼身邊「大仁哥」後，找到真正屬於自己命中注定的專屬超人！  柯震東 「只要站起來 就不算輸」到底也不怕的熱血 屢敗仍屢戰的勇氣 是《打噴嚏》最獨一無二的存在 絕對要觀眾握緊拳頭、超級感動！ 柯震東主演《打噴嚏》詮釋一個平凡的拳擊手，愛情是讓他僅有讓自己人生勇敢的動力，因為青梅竹馬林依晨一句「喜歡勇敢的男生！」讓他就算一次又一次在拳場上被重擊，也堅持不倒下，為了守護摯愛的熱切心意，就是他無敵的超能力。跟一般的英雄不同，《打噴嚏》是屢敗卻仍屢戰的勇氣貫穿全場，拳擊場的男主角，就彷彿是大家小時候都曾想擁有拯救世界的超人化身，就算是平凡小人物也能有站上擂台的超能量，即使可能會粉身碎骨，也要對人生揮出飽滿愛意的一拳，讓觀眾看完激動地說，「希望能像柯震東一樣揮拳，當個帥氣的男人！」《打噴嚏》讓男神柯震東從戲裡到戲外都徹底轉變成獨樹一幟又熱血的英雄化身，不怕打擊、面對人生的一切困難，他就是自己人生的不倒俠。李小龍曾說過：「我不怕會一萬種招式的人， 我只怕把一種招式練超過一萬次的對手。」《打噴嚏》堅持倒了要再站起來、堅持一個招式練到最強、堅持做下去的精神，就是這部片最獨一無二的熱血。 ,上映日期：2020-07-15,片　　長：未提供,動作,2.8,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/3seH0VLQMOyt3eNl7vnM-504x720.jpg', 'path': '打噴嚏.jpg', 'checksum': '86f1ae3ae2bb20151e7163bcbfd7cc00', 'status': 'downloaded'}]",73,
不丹是教室,這裡不僅景色宜人，一年只需上幾個月的課… 烏金是不丹一位年輕老師，但他不想教書，反而嚮往能去澳洲，成為一名流浪歌手。教育部為了安撫他，派他到「世界最高學府」任教，一個位於海拔5000公尺的「魯納納國小」，當地不僅景色宜人，一年也只需上幾個月的課…。  經過8天長途跋涉後，烏金終於抵達「魯納納國小」，才發現自己被放逐在一個完全遠離舒適生活圈的環境中。當地沒有電力、聽不見流行音樂，最誇張的是，教室裡竟連「黑板」都沒有…。村民熱情歡迎他的到來，他卻第一次感到人生的無力感，簡直欲哭無淚…。  苦無退路之下，烏金只得硬著頭皮，展開他在「最高學府」的教學生涯。當孩子們的讀書聲，重新迴盪在雪山上，他竟從他們的學習渴望中，找到了從事教職的價值與快樂。眼看寒冬來臨、暴雪將至，學校也要關閉了。此時已愛上「魯納納」的烏金，得趕在冰雪封路之前，決定要不要留下來…。  【關於電影】  攀登世界最高學府《不丹是教室》勇奪美國棕櫚泉觀眾票選獎 不丹被譽為世界上最幸福的國家。電影《不丹是教室》（Lunana: A Yak in the Classroom）就登上5000多公尺的喜馬拉雅山脈上、一個與世隔絕的村落拍攝，一探這個國家的幸福發源地。該片由不丹知名攝影師、編導巴沃邱寧多傑（Pawo Choyning Dorji）與妻子台灣製片賴梵耘（名劇作家賴聲川女兒）聯手製作，劇情根據真實故事改編，敘述一心追逐音樂夢、寧捨教職鐵飯碗的年輕老師烏金（不丹創作歌手希拉布多吉 飾演），意外被「處罰」派到「世界最高學府」魯納納國小任教，此行雖讓他欲哭無淚，卻從中領悟了生命與幸福的真諦。電影一拍完隨即入選美國棕櫚泉、倫敦、溫哥華、釜山、開羅等各大國際影展，片中除冰川高山景緻壯闊吸睛，電影更獲國際媒體〈AMP〉盛讚為「讓人驚歎的美麗與善良」。  「魯納納國小」堪稱是世界上最遙遠的學校，它位於喜馬拉雅山脈冰川之上，須經八天長途跋涉、穿越世上最高山脈才能到達。當地氣候嚴寒、物資匱乏，卻聚齊了天堂的一切要素，皓白雪山、湛藍天空、青綠春草、純淨湖泊，襯以氂牛、寺廟與經幡，被旅人頌為「天堂的入口」，擁有讓人無法自拔、終生難忘的壯麗景緻。有趣的是，村落迄今都沒有電力與網絡，而終其一生從未離開過「魯納納」的村民，都受邀入鏡、參與了本片的拍攝。  《不丹是教室》是巴沃邱寧多傑轉任導演的首部作品。出身不丹貴族的他，為讓觀眾親身感受這種遺世獨立的生活型態，力排眾議上山拍攝，將當地純樸的風光與居民悉數入鏡。但由於基本設施的匱乏，全片完全仰賴太陽能發電才拍攝完成。而曾在倫敦戲劇音樂學院攻讀的賴梵耘，更同時兼任所有演員的表演指導。導演巴沃邱寧多傑藉由「魯納納」的呈現，對映了現今人們之於幸福、歸屬感的追求與迷失。片中一句「那些受了良好教育、象徵國家未來的年輕人，卻總想去別的地方尋找幸福…」，一語道出現今的不丹，正處於東西文化交融、傳統與文明交接的轉捩點。《不丹是教室》不僅全片洗滌人心、發人省思，更一舉勇奪美國「棕櫚泉國際影展」最佳影片、觀眾票選獎等雙料大獎。,上映日期：2020-07-17,片　　長：01時49分,,4.4,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/June2020/SYxcLM1fVck7jJmxCw2J-504x720.jpg', 'path': '不丹是教室.jpg', 'checksum': '25b47ad2cdc483e32f00e7e7467822f4', 'status': 'downloaded'}]",81,
藍色恐懼：數位修復版,★《千年女優》、《東京教父》、《盜夢偵探》日本動畫大師今敏一鳴驚人首部作，全新數位修復版首度在台上映 ★榮獲英國電影雜誌《Total Film》前50大動畫第25名 ★1997年蒙特婁幻想電影節最佳亞洲電影、1998年葡萄牙Fantasporto奇幻電影節最佳動畫片、1998年柏林影展觀摩單元 ★藝術與電影的完美傑作_Asian Movie Pulse ★完美到不行的神作_Cinema Crazed ★今敏是當今最神的動畫導演_Guardian  霧越未麻是女子偶像團體「CHAM」中的成員之一，但在公司的決策下，單飛告別舞台挑戰演員之路，但她卻感覺內心有聲音抗拒這個決定，視為她為背叛者的粉絲，則如影隨形恐嚇著她。而隨著星運多舛的全新開始，未麻卻覺得發現自己的腦袋漸趨混亂，彷彿有「另一個自己」正在悄然形成。與此同時，身邊眾人竟一個個死於非命。在面對社會壓力和懸案疑雲之際，一場風暴即將發生……,上映日期：2020-07-17,片　　長：01時22分,劇情,4.2,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/June2020/Wx8Q5cVmBT5LFJ2uN5rM-504x720.jpg', 'path': '藍色恐懼：數位修復版.jpg', 'checksum': 'f9b504a8193bcf6f68656dc76adb8cb7', 'status': 'downloaded'}]",72,
淒厲人僧前傳,★票房超越《淒厲人僧》，兩周突破1.5億泰銖，近年泰國最賣座恐怖喜劇片。 ★我OK，你先死！佛門不清靜，修行不安寧，喪鐘敲響人頭落地! ★驚嚇獵奇＋瘋狂爆笑！大銀幕消暑雙重感官體驗，死也要成僧！  故事發生在《淒厲人僧》之前，揭露鬧鬼寺廟的真實內幕。 在曼谷郊區的古廟裡，存在一個可怕傳說。任何想到寺廟剃度修行的人都會受到詛咒，並且在剃度前因“鬼和尚”的憤怒而枉死。  但阿隆，阿一和布倫別無選擇，他們已經與神明許下承諾，將修行剃度成僧以回報好運。三人都知道鬼和尚的傳說，但已經太遲了。鬼魂究竟想得到什麼？恐怖與詛咒將如噩夢來臨！ ,上映日期：2020-07-24,片　　長：01時49分,喜劇,2.6,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/July2020/zNI9DwcxfPyYYw2yTP4v-504x720.jpg', 'path': '淒厲人僧前傳.jpg', 'checksum': 'ab1f3d045fe210080bb1c3bb60adb043', 'status': 'downloaded'}]",40,
戀夏時光,★《天才的禮物》《奇蹟男孩》後，最真摯感動的生命故事！ ★《我要為你呼吸》《惡女訂製服》監製Ｘ《漫漫回家路》配樂，攜手打造今年最動人英倫電影！ ★《女巫獵人》潔瑪雅特頓Ｘ《美女與野獸》古古瑪芭塔勞 從影以來最浪漫動人演出！  遇見你，是生命中最美好的意外 二次世界大戰期間，性格孤傲冷僻，拒人於千里之外的作家愛麗絲（潔瑪雅特頓 飾）獨自隱居在英國南方的海邊懸崖旁，苦心鑽研以科學理論推翻魔法的存在。某日，一名從倫敦戰區避難而來的男孩法蘭克（盧卡斯邦德 飾）闖入她的獨居生活，百般不願的愛麗絲對法蘭克極為冷漠、消極，在朝夕相處下，法蘭克的天真與單純卻逐漸瓦解愛麗絲封閉的心房，也喚醒她深埋心中的秘密—那年夏天，她與舊情人（古古瑪芭塔勞 飾）所共度的美好時光…。 ,上映日期：2020-07-24,片　　長：01時39分,溫馨/家庭,3.8,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/June2020/8DVs2RQRPSZIzoufCN8p-493x720.jpg', 'path': '戀夏時光.jpg', 'checksum': 'a103c39677afc7e706a92a188c75b816', 'status': 'downloaded'}]",67,
敢殺就來,★《殺手保鑣》幕後團隊殘酷打造，繼《奪魂鋸》後，步步進逼的血腥遊戲。 ★美國2019 Popcorn Frights 電影節 觀眾票選最佳影片  難得的周末家庭夜變得殘酷無情，傑爾被突然闖入的陌生人挾持，與另外三名囚者受困地下室。當他們試圖逃離，卻陷入一場艱苦的奮戰，他得解決過去的難題並挽救家人…,上映日期：2020-06-05,片　　長：01時37分,,3.1,,83,
淒厲人僧,★2020年泰國億萬票房鬼片，蟬聯雙周票房冠軍，更勝《小丑女》！ ★ 繼《淒厲人妻》後，今年最爆笑泰國恐怖鬼片！ ★ 泰國IG百萬粉絲男星洪天逸，挑戰鮮肉小和尚，大銀幕裸秀冰塊盒六塊肌！  在泰國郊外的荒野古廟流傳著可怕的傳說，只要在此受戒為僧，都會因為神祕詛咒而永世不得還俗，否則將大難臨頭。聽聞傳說而怕爆的和尚阿一(James 飾)和布倫(Aim Aue 飾)因此拋下好友阿隆(August 飾)，連夜逃離寺廟，卻從此衰事連連，甚至差點死翹翹！走投無路的兩人只好回到寺廟，跪求神明保護，沒想到求神不成，反倒招惹上超兇厲鬼糾纏！偏偏此時又來了一位搞不清楚狀況的天菜鮮肉玄兵(Mean 洪天逸 飾)，讓阿一和布倫逃命之餘，還要忙著撩哥護天菜！究竟眾人能否順利擺脫厲鬼詛咒，平安逃出絕命廟？《淒厲人僧》將於2020年6月5日全台戲院上映，更多電影資訊歡迎上威視官方粉絲團查詢：https://www.facebook.com/VVPfans。,上映日期：2020-06-05,片　　長：01時54分,懸疑/驚悚,3.0,,73,
天后小助理,《天后小助理》一片設定在洛杉磯流行音樂圈光彩奪目、紙醉金迷的世界，故事描述流行樂天后葛蕾絲（崔西艾莉絲羅斯 飾）無與倫比的才華和目中無人的自大狂，已經達到了令人難以忍受的巔峰。瑪姬（達柯塔強生 飾）是葛蕾絲工作負荷超載的私人小助理，她總是被葛蕾絲呼來喚去，只能幫她跑跑腿，做一大堆瑣碎的雜事，但是瑪姬仍然希望能夠實現她從小就擁有的夢想，成為一名音樂製作人。當葛蕾絲的經紀人（冰塊酷巴 飾）給了她一個能夠改變她歌唱生涯的選擇時，瑪姬和葛蕾絲就想出了一個計劃，可能可以永遠改變她們的人生。,上映日期：2020-06-24,片　　長：01時53分,,3.8,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/B1VYi63x22ak6LPtpCSm-800x1127.jpg', 'path': '天后小助理.jpg', 'checksum': 'edf9dcdb126d3d8515763d8ef2da7088', 'status': 'downloaded'}]",74,
1/2的魔法,《1/2的魔法》故事背景在現代科技已比精通魔法還方便的精靈世界，精靈、人馬、美人魚、獨角獸、小龍等魔法生物都生活在現代化社區裡，過著與你我無異的「沒有魔法的生活」。由湯姆霍蘭與克里普瑞特所配音的精靈兄弟們，很小的時後便失去了父親，但在弟弟的16歲生日這天，他收到了一個很特別的禮物- 他父親從前的魔杖以及一串魔咒，可以讓爸爸起死回生，但年久失修的魔法技能，讓施魔法時出了差錯，爸爸只剩一雙腿，於是兄弟倆踏上尋找魔法石的征途，最後能否順利讓爸爸「完璧」歸來呢?,上映日期：2020-05-22,片　　長：01時42分,冒險,4.3,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/X6Z0vBj3B6xWFurAhMlX-1280x1827.jpg', 'path': '1/2的魔法.jpg', 'checksum': '3d53e4f47d8f6e7ec71819fc338ad63f', 'status': 'downloaded'}]",92,
親愛陌生人,★2020朱比特電影獎-最佳國家電影獎-榮獲 ★2020德國電影獎-年度最高觀影人次獎-榮獲 ★2020巴伐利亞電影節-最佳製作獎-榮獲 ★2019斑比獎-國家電影獎-榮獲 ★2020巴伐利亞電影節- 觀眾票選-最佳影片獎-入圍 ★橫掃德國各大電影獎項  完美秘密將永存於這個小小的科技黑盒子裡… 俗話說：知人知面不知心。隨著科技的進步，「手機」成了現代人最知心的朋友。  每晚睡一起的枕邊人，一起長大的好兄弟，你真的認識他／她嗎？七位多年好友與夫妻檔，相約在月蝕之夜共進晚餐。酒酣耳熱之際，女主人突然提議來玩一場「公開手機」的遊戲。所有人都要將手機放在餐桌上。這晚所有傳來手機的內容，不論簡訊、來電或各種通訊軟體，都必須公開唸出來。四個死檔、三個閨密；七支手機，一場腥風血雨的「坦誠遊戲」就此展開… ,上映日期：2020-06-12,片　　長：01時59分,,4.1,"[{'url': 'https://movies.yahoo.com.tw/i/o/production/movies/May2020/GXtILpXvjIemlqxzO6o0-927x1324.jpg', 'path': '親愛陌生人.jpg', 'checksum': 'c52e5a071f5e8fef71db2eda9d74bd18', 'status': 'downloaded'}]",99,
